>AB330053.1.1650_U,k:Eukaryota,d:Archaeplastida,p:Streptophyta-Streptophyta_X,c:Mesostigmatophyceae,o:Mesostigmatophyceae_X,f:Mesostigmatophyceae_XX,g:Mesostigmatophyceae_XXX,s:Mesostigmatophyceae_XXX_sp.
>U58369.1.1853_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Mesozoa,o:Mesozoa_X,f:Orthonectida,g:Rhopalura,s:Rhopalura_ophiocomae
>AB266027.1.1625_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Mesozoa,o:Mesozoa_X,f:Rhombozoa,g:Dicyema,s:Dicyema_acuticephalum
>X97158.1.1861_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Mesozoa,o:Mesozoa_X,f:Orthonectida,g:Rhopalura,s:Rhopalura_ophiocomae
>KP676329.1.2502_U,k:Eukaryota,d:Excavata,p:Metamonada-Metamonada_X,c:Metamonada_XX,o:Metamonada_XXX,f:Anaeramoebidae,g:Anaeramoeba,s:Anaeramoeba_flamelloides
>KP676328.1.2503_U,k:Eukaryota,d:Excavata,p:Metamonada-Metamonada_X,c:Metamonada_XX,o:Metamonada_XXX,f:Anaeramoebidae,g:Anaeramoeba,s:Anaeramoeba_flamelloides
>KP676335.1.1945_U,k:Eukaryota,d:Excavata,p:Metamonada-Metamonada_X,c:Metamonada_XX,o:Metamonada_XXX,f:Anaeramoebidae,g:Anaeramoeba,s:Anaeramoeba_gargantua
>HM103434.1.1045_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Metazoa_X,o:Metazoa_XX,f:Metazoa_XXX,g:Metazoa_XXXX,s:Metazoa_XXXX_sp.
>FJ895164.1.889_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Metazoa_X,o:Metazoa_XX,f:Metazoa_XXX,g:Metazoa_XXXX,s:Metazoa_XXXX_sp.
>JX136961.1.1174_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Metazoa_X,o:Metazoa_XX,f:Metazoa_XXX,g:unclassified_Parvicapsulidae,s:Parvicapsulidae_gen.
>AJ487046.1.1736_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Micrognathozoa,o:Micrognathozoa_X,f:Micrognathozoa_XX,g:Limnognathia,s:Limnognathia_maerski
>AY218108.1.1777_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Micrognathozoa,o:Micrognathozoa_X,f:Micrognathozoa_XX,g:Limnognathia,s:Limnognathia_maerski
>KX214678.1.1559_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Microsporidiomycota,o:Metchnikovellida,f:Metchnikovellidae,g:Metchnikovellidae_X,s:Metchnikovellidae_X_sp.
>KX214677.1.1460_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Microsporidiomycota,o:Metchnikovellida,f:Metchnikovellidae,g:Amphiamblys,s:Amphiacantha_sp.
>KX214676.1.1693_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Microsporidiomycota,o:Metchnikovellida,f:Metchnikovellidae,g:Amphiamblys,s:Amphiacantha_sp.
>JQ956215.1.921_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-2,o:MOCH-2_X,f:MOCH-2_XX,g:MOCH-2_XXX,s:MOCH-2_XXX_sp.
>EU500084.1.817_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-2,o:MOCH-2_X,f:MOCH-2_XX,g:MOCH-2_XXX,s:MOCH-2_XXX_sp.
>GQ344718.1.891_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-2,o:MOCH-2_X,f:MOCH-2_XX,g:MOCH-2_XXX,s:MOCH-2_XXX_sp.
>GU823558.1.1215_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-3,o:MOCH-3_X,f:MOCH-3_XX,g:MOCH-3_XXX,s:MOCH-3_XXX_sp.
>FJ431450.1.821_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-3,o:MOCH-3_X,f:MOCH-3_XX,g:MOCH-3_XXX,s:MOCH-3_XXX_sp.
>HQ865010.1.889_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-3,o:MOCH-3_X,f:MOCH-3_XX,g:MOCH-3_XXX,s:MOCH-3_XXX_sp.
>GU823601.1.1215_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-4,o:MOCH-4_X,f:MOCH-4_XX,g:MOCH-4_XXX,s:MOCH-4_XXX_sp.
>GU823292.1.1216_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-4,o:MOCH-4_X,f:MOCH-4_XX,g:MOCH-4_XXX,s:MOCH-4_XXX_sp.
>GU823315.1.1216_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-4,o:MOCH-4_X,f:MOCH-4_XX,g:MOCH-4_XXX,s:MOCH-4_XXX_sp.
>KC583151.1.1101_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-5,o:MOCH-5_X,f:MOCH-5_XX,g:MOCH-5_XXX,s:MOCH-5_XXX_sp.
>GQ344748.1.872_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-5,o:MOCH-5_X,f:MOCH-5_XX,g:MOCH-5_XXX,s:MOCH-5_XXX_sp.
>KC583020.1.1788_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:MOCH-5,o:MOCH-5_X,f:MOCH-5_XX,g:MOCH-5_XXX,s:MOCH-5_XXX_sp.
>AB201235.1.1749_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Mollusca,o:Bivalvia,f:Mytiloida,g:Leiosolenus,s:Leiosolenus_curtus
>DQ640541.1.877_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Mollusca,o:Bivalvia,f:Mytiloida,g:Choromytilus,s:Choromytilus_chorus
>FJ977655.1.1768_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Mollusca,o:Gastropoda,f:Neritopsina,g:Neritina,s:Neritina_virginea
>AY426915.1.861_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Monoblepharidomycetes,o:Monoblepharidomycetes_X,f:Monoblepharidomycetes_XX,g:Monoblepharidales_XXX,s:Monoblepharidales_XXX_sp.
>AB534326.1.1612_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Monoblepharidomycetes,o:Monoblepharidomycetes_X,f:Monoblepharidomycetes_XX,g:Monoblepharidales_XXX,s:Monoblepharidales_XXX_sp.
>FJ592410.1.1088_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Monoblepharidomycetes,o:Monoblepharidomycetes_X,f:Monoblepharidomycetes_XX,g:Monoblepharidales_XXX,s:Monoblepharidales_XXX_sp.
>GU949616.1.944_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Monoblepharomycota,o:Sanchytriales,f:Sanchytriaceae,g:Sanchytrium,s:Sanchytrium_sp.
>GU949609.1.757_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Monoblepharomycota,o:Sanchytriales,f:Sanchytriaceae,g:Sanchytrium,s:Sanchytrium_sp.
>GU949611.1.726_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Monoblepharomycota,o:Sanchytriales,f:Sanchytriaceae,g:Sanchytrium,s:Sanchytrium_sp.
>FN995276.1.967_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Monothalamids,o:Monothalamids_Clade-E,f:Monothalamids_Clade-E_X,g:Psammophaga,s:Psammophaga_magnetica
>FN995282.1.872_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Monothalamids,o:Monothalamids_Clade-E,f:Monothalamids_Clade-E_X,g:Psammophaga,s:Psammophaga_magnetica
>FR875143.1.966_U,k:Eukaryota,d:TSAR,p:Rhizaria-Foraminifera,c:Monothalamids,o:Monothalamids_X,f:Monothalamids_XX,g:Hippocrepina,s:Hippocrepina_indivisa
>EU484254.1.1155_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Mucoromycota,o:Mucoromycotina,f:Mucorales,g:Mucor,s:Mucor_hiemalis
>HE615003.1.806_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Mucoromycota,o:Glomeromycotina,f:Glomerales,g:Glomus,s:Glomus_sp.
>FJ831626.1.1132_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Mucoromycota,o:Glomeromycotina,f:Glomerales,g:Glomus,s:Glomus_sp.
>KC759108.1.1649_U,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Fuscisporidia,o:Physarida,f:Physaridae,g:Badhamia,s:Badhamia_melanospora
>HE614617.1.6309_UC,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Fuscisporidia,o:Physarida,f:Didymiidae,g:Diderma,s:Diderma_niveum
>AB435328.1.1262_G,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Fuscisporidia,o:Physarida,f:Didymiidae,g:Didymium,s:Didymium_melanospermum
>JX481291.1.1760_U,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Lucisporidia,o:Myxogastria_Lucisporidia_X,f:Dictydiaethaliidae,g:Dictydiaethalium,s:Dictydiaethalium_plumbeum
>JX481293.1.2076_R,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Lucisporidia,o:Myxogastria_Lucisporidia_X,f:Trichiidae,g:Hemitrichia,s:Hemitrichia_abietina
>JX481296.1.4820_G,k:Eukaryota,d:Amoebozoa,p:Evosea-Eumycetozoa,c:Myxogastria_Lucisporidia,o:Myxogastria_Lucisporidia_X,f:Liceidae,g:Licea,s:Licea_marginata
>JQ388892.1.1909_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Myxozoa,o:Myxozoa_X,f:Myxosporea,g:Myxobolus,s:Myxobolus_musculi
>AB693053.1.2028_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Myxozoa,o:Myxozoa_X,f:Myxosporea,g:Henneguya,s:Henneguya_yokoyamai
>JX971432.1.1420_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Myxozoa,o:Myxozoa_X,f:Myxosporea,g:Ceratomyxa,s:Ceratomyxa_cardinalis
>EF506559.1.1777_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Myzostomida,o:Myzostomida_X,f:Myzostomida_XX,g:Myzostoma,s:Myzostoma_seymourcollegiorum
>DQ238130.1.1699_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Myzostomida,o:Myzostomida_X,f:Myzostomida_XX,g:Endomyzostoma,s:Endomyzostoma_cysticolum
>DQ238144.1.1717_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Myzostomida,o:Myzostomida_X,f:Myzostomida_XX,g:Myzostoma,s:Myzostoma_capitocutis
>AB252741.1.1720_U,k:Eukaryota,d:Obazoa,p:Breviatea-Breviatea_X,c:NAMAKO-1-lineage,o:NAMAKO-1-lineage_X,f:NAMAKO-1-lineage_XX,g:NAMAKO-1-lineage_XXX,s:NAMAKO-1-lineage_XXX_sp.
>AB505547.1.1712_U,k:Eukaryota,d:Obazoa,p:Breviatea-Breviatea_X,c:NAMAKO-1-lineage,o:NAMAKO-1-lineage_X,f:NAMAKO-1-lineage_XX,g:NAMAKO-1-lineage_XXX,s:NAMAKO-1-lineage_XXX_sp.
>AB505486.1.1713_U,k:Eukaryota,d:Obazoa,p:Breviatea-Breviatea_X,c:NAMAKO-1-lineage,o:NAMAKO-1-lineage_X,f:NAMAKO-1-lineage_XX,g:NAMAKO-1-lineage_XXX,s:NAMAKO-1-lineage_XXX_sp.
>EF024200.1.1748_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Microthoracida,g:Microthoracida_X,s:Microthoracida_X_sp.
>X65151.1.1758_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Pseudomicrothoracidae,g:Pseudomicrothorax,s:Pseudomicrothorax_dubius
>FM201298.1.1720_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Nassophorea,o:Nassophorea_X,f:Pseudomicrothoracidae,g:Pseudomicrothorax,s:Pseudomicrothorax_dubius
>GFYU01000848.135.2191_U,k:Eukaryota,d:Provora,p:Nebulidia-Nebulidia_X,c:Nebulidea,o:Nebulidida,f:Nebulidae,g:Ancoracysta,s:Ancoracysta_twista
>MG202010.1497.3290_U,k:Eukaryota,d:Provora,p:Nebulidia-Nebulidia_X,c:Nebulidea,o:Nebulidida,f:Nebulidae,g:Ancoracysta,s:Ancoracysta_twista
>OP102002.1.1565_U,k:Eukaryota,d:Provora,p:Nebulidia-Nebulidia_X,c:Nebulidea,o:Nebulidida,f:Nebulidae,g:Nebulomonas,s:Nebulomonas_marisrubri
>AJ875130.1.1731_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nematoda,o:Enoplea,f:Enoplea_X,g:Enoplea_XX,s:Enoplea_XX_sp.
>AF082999.1.1697_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nematoda,o:Chromadorea,f:Chromadorea_X,g:Distolabrellus,s:Distolabrellus_veechi
>AY284661.1.1698_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nematoda,o:Chromadorea,f:Chromadorea_X,g:Bunonema,s:Bunonema_reticulatum
>AB647213.1.843_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nematomorpha,o:Nematomorpha_X,f:Nematomorpha_XX,g:Gordius,s:Gordius_sp.
>U51005.1.1794_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nematomorpha,o:Nematomorpha_X,f:Nematomorpha_XX,g:Gordius,s:Gordius_sp.
>JN129261.1.883_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nematomorpha,o:Nematomorpha_X,f:Nematomorpha_XX,g:Gordionus,s:Gordionus_alpestris
>EU255589.1.1965_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nemertea,o:Nemertea_X,f:Nemertea_XX,g:Nemertean,s:Nemertean_sp.
>JF293054.1.1778_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nemertea,o:Nemertea_X,f:Nemertea_XX,g:Cephalothrix,s:Cephalothrix_filiformis
>EU495307.1.1786_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nemertea,o:Nemertea_X,f:Nemertea_XX,g:Carinina,s:Carinina_plecta
>JX869374.1.966_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Neocallimastigomycota,o:Neocallimastigomycota_X,f:Neocallimastigomycota_XX,g:Neocallimastigomycota_XXX,s:Neocallimastigomycota_XXX_sp.
>HM240791.1.1088_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Neocallimastigomycota,o:Neocallimastigomycota_X,f:Neocallimastigomycota_XX,g:Neocallimastigomycota_XXX,s:Neocallimastigomycota_XXX_sp.
>HM240792.1.1087_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Neocallimastigomycota,o:Neocallimastigomycota_X,f:Neocallimastigomycota_XX,g:Neocallimastigomycota_XXX,s:Neocallimastigomycota_XXX_sp.
>FN562435.1.2671_UC,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Nephroselmidophyceae,o:Nephroselmidales,f:Nephroselmidales_X,g:Nephroselmis,s:Nephroselmis_rotunda
>FN562435.1.2671_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Nephroselmidophyceae,o:Nephroselmidales,f:Nephroselmidales_X,g:Nephroselmis,s:Nephroselmis_rotunda
>AB600193.1.1760_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Nephroselmidophyceae,o:Nephroselmidales,f:Nephroselmidales_X,g:Nephroselmis,s:Nephroselmis_clavistella
>OP102010.1.1796_U,k:Eukaryota,d:Provora,p:Nibbleridia-Nibbleridia_X,c:Nibbleridea,o:Nibbleridida,f:Nibbleridae,g:Nibbleromonas,s:Nibbleromonas_quarantinus
>OP102009.1.1796_U,k:Eukaryota,d:Provora,p:Nibbleridia-Nibbleridia_X,c:Nibbleridea,o:Nibbleridida,f:Nibbleridae,g:Nibbleromonas,s:Nibbleromonas_quarantinus
>OP102007.1.1697_U,k:Eukaryota,d:Provora,p:Nibbleridia-Nibbleridia_X,c:Nibbleridea,o:Nibbleridida,f:Nibbleridae,g:Nibbleromonas,s:Nibbleromonas_kosolapovi
>AY628361.1.822_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Noctilucophyceae,o:Noctilucales,f:Noctilucaceae,g:Noctiluca,s:Noctiluca_sp.
>GU355683.1.1206_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Noctilucophyceae,o:Noctilucales,f:Noctilucaceae,g:Spatulodinium,s:Spatulodinium_pseudonoctiluca
>GU355682.1.1194_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Noctilucophyceae,o:Noctilucales,f:Noctilucaceae,g:Spatulodinium,s:Spatulodinium_sp.
>AB771849.1.1685_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Novel-clade-10-12,o:Novel-clade-10,f:Novel-clade-10_X,g:Novel-clade-10_XX,s:Novel-clade-10_XX_sp.
>AB771817.1.1686_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Novel-clade-10-12,o:Novel-clade-10,f:Novel-clade-10_X,g:Novel-clade-10_XX,s:Novel-clade-10_XX_sp.
>EU143892.1.800_U,k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Novel-clade-10-12,o:Novel-clade-10,f:Novel-clade-10_X,g:Novel-clade-10_XX,s:Novel-clade-10_XX_sp.
>AY364635.1.1973_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Nucleariidea,o:Nucleariida,f:Nucleariida_X,g:Nuclearia,s:Nuclearia_pattersoni
>JN825683.1.1133_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Nucleariidea,o:Nucleariida,f:Nucleariidae_Nuclearia_1,g:Nucleariidae_Nuclearia_1_X,s:Nucleariidae_Nuclearia_1_X_sp.
>AF349565.1.2154_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Nucleariidea,o:Nucleariida,f:Nucleariida_X,g:Nuclearia,s:Nuclearia_moebiusi
>HQ867056.1.866_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Scuticociliatia_1,f:Philasterida,g:Philasterida_X,s:Philasterida_X_sp.
>HQ446279.1.1754_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Astomatia,f:Astomatida,g:Astomatida_X,s:Astomatida_X_sp.
>HQ870051.1.844_U,k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Scuticociliatia_2,f:Scuticociliatia_2_X,g:Cristigera,s:Cristigera_sp.
>AY788937.1.1740_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Olisthodiscophyceae,o:Olisthodiscales,f:Olisthodiscaceae,g:Olisthodiscus,s:Olisthodiscus_luteus
>KP780272.1.3224_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Olisthodiscophyceae,o:Olisthodiscales,f:Olisthodiscaceae,g:Olisthodiscus,s:Olisthodiscus_luteus
>MW045617.1.5406_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Olisthodiscophyceae,o:Olisthodiscales,f:Olisthodiscaceae,g:Olisthodiscus,s:Olisthodiscus_luteus
>EU855553.1.850_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Onychophora,o:Onychophora_X,f:Onychophora_XX,g:Peripatopsis,s:Peripatopsis_sedgwicki
>EU855557.1.840_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Onychophora,o:Onychophora_X,f:Onychophora_XX,g:Peripatopsis,s:Peripatopsis_clavigera
>EU855531.1.866_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Onychophora,o:Onychophora_X,f:Onychophora_XX,g:Peripatopsis,s:Peripatopsis_capensis
>JQ781906.1.1805_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Opalozoa,o:Nanomonadea,f:MAST-3,g:MAST-3C,s:MAST-3C_sp.
>GU823633.1.1215_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Opalozoa,o:Nanomonadea,f:MAST-3,g:MAST-3D,s:MAST-3D_sp.
>HQ869630.1.922_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Bigyra,c:Opalozoa,o:Opalozoa_X,f:MAST-12,g:MAST-12A,s:MAST-12A_sp.
>GU290111.1.1426_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Opisthokonta_X,c:Opisthokonta_XX,o:Opisthokonta_XXX,f:Opisthokonta_XXXX,g:Opisthokonta_XXXXX,s:Opisthokonta_XXXXX_sp.
>GU824382.1.1216_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Opisthokonta_X,c:Opisthokonta_XX,o:Opisthokonta_XXX,f:Opisthokonta_XXXX,g:Opisthokonta_XXXXX,s:Opisthokonta_XXXXX_sp.
>GU290104.1.1840_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Opisthokonta_X,c:Opisthokonta_XX,o:Opisthokonta_XXX,f:Opisthokonta_XXXX,g:Opisthokonta_XXXXX,s:Opisthokonta_XXXXX_sp.
>U27359.1.1251_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Opisthosporidia,o:Microsporida,f:Microsporida_X,g:Nosema,s:Nosema_oulemae
>DQ078785.1.1260_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Opisthosporidia,o:Microsporida,f:Microsporida_X,g:Nosema,s:Nosema_ceranae
>JF443580.1.1229_U,k:Eukaryota,d:Obazoa,p:Opisthokonta-Fungi,c:Opisthosporidia,o:Microsporida,f:Microsporida_X,g:Nosema,s:Nosema_bombycis
>AY566416.1.1598_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Oxyrrhea,o:Oxyrrhinales,f:Oxyrrhinaceae,g:Oxyrrhis,s:Oxyrrhis_marina
>AF280077.1.1732_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Oxyrrhea,o:Oxyrrhinales,f:Oxyrrhinaceae,g:Oxyrrhis,s:Oxyrrhis_marina
>AF482425.1.1715_U,k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Oxyrrhea,o:Oxyrrhinales,f:Oxyrrhinaceae,g:Oxyrrhis,s:Oxyrrhis_marina
>FJ619276.1.1016_U,k:Eukaryota,d:Archaeplastida,p:Prasinodermophyta-Prasinodermophyta_X,c:Palmophyllophyceae,o:Palmophyllales,f:Palmophyllaceae,g:Palmophyllum,s:Palmophyllum_umbracola
>EU446344.1.1542_U,k:Eukaryota,d:Archaeplastida,p:Prasinodermophyta-Prasinodermophyta_X,c:Palmophyllophyceae,o:Prasinococcales,f:Prasinococcaceae,g:Prasinococcus,s:Prasinococcus_capsulatus
>U40919.1.1778_U,k:Eukaryota,d:Archaeplastida,p:Prasinodermophyta-Prasinodermophyta_X,c:Palmophyllophyceae,o:Prasinococcales,f:Prasinococcaceae,g:Prasinococcus,s:Prasinococcus_capsulatus
>AY749626.1.2212_U,k:Eukaryota,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Panacanthocystida,o:Panacanthocystida_X,f:Acanthocystidae,g:Acanthocystis,s:Acanthocystis_sp.
>AY749628.1.2234_U,k:Eukaryota,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Panacanthocystida,o:Panacanthocystida_X,f:Acanthocystidae,g:Acanthocystis,s:Acanthocystis_sp.
>AY749627.1.2256_U,k:Eukaryota,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Panacanthocystida,o:Panacanthocystida_X,f:Acanthocystidae,g:Acanthocystis,s:Acanthocystis_sp.
>JF714242.1.1794_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Pavlovophyceae,o:Pavlovales,f:Pavlovaceae,g:Diacronema,s:Diacronema_ennorea
>HQ877904.1.1638_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Pavlovophyceae,o:Pavlovales,f:Pavlovaceae,g:Diacronema,s:Diacronema_lutheri
>HQ877905.1.1638_U,k:Eukaryota,d:Haptista,p:Haptophyta-Haptophyta_X,c:Pavlovophyceae,o:Pavlovales,f:Pavlovaceae,g:Diacronema,s:Diacronema_lutheri
>JN592593.1.1666_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Pedinophyceae,o:Marsupiomonadales,f:Marsupiomonadaceae,g:Marsupiomonas,s:Marsupiomonas_pelliculata
>JN592589.1.1686_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Pedinophyceae,o:Pedinomonadales,f:Pedinomonadaceae,g:Pedinomonas,s:Pedinomonas_tuberculata
>JN592592.1.1561_U,k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Pedinophyceae,o:Marsupiomonadales,f:Marsupiomonadaceae,g:Marsupiomonas,s:Marsupiomonas_sp.
>JF698781.1.1659_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pelagophyceae,o:Pelagomonadales,f:Pelagomonadales_clade_A,g:Pelagomonadales_clade_A1,s:Pelagomonadales_clade_A1_sp.
>AF117779.1.1802_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pelagophyceae,o:Pelagomonadales,f:Pelagomonadaceae,g:Aureococcus,s:Aureococcus_anophagefferens
>FJ537504.1.824_U,k:Eukaryota,d:TSAR,p:Stramenopiles-Gyrista,c:Pelagophyceae,o:Pelagomonadales,f:Pelagomonadaceae,g:Pelagomonas,s:Pelagomonas_calceolata
>DQ244021.1.1733_U,k:Eukaryota,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsea_X,o:Perkinsea_XX,f:Perkinsea_XXX,g:Perkinsea_XXXX,s:Perkinsea_XXXX_sp.
>AB771894.1.1581_U,k:Eukaryota,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsea_X,o:Perkinsea_XX,f:Perkinsea_XXX,g:Perkinsea_XXXX,s:Perkinsea_XXXX_sp.
>DQ244020.1.1732_U,k:Eukaryota,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsea_X,o:Perkinsea_XX,f:Perkinsea_XXX,g:Perkinsea_XXXX,s:Perkinsea_XXXX_sp.
>GU824834.1.1056_U,k:Eukaryota,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsida,o:Perkinsida_X,f:Parviluciferaceae,g:Parviluciferaceae_X,s:Parviluciferaceae_X_sp.
